"Time (s);""Magnetic Field x (µT)"";""Magnetic Field y (µT)"";""Magnetic Field z (µT)"";""Absolute field (µT)""",,,,,
7,535089817E0;-1,346999969E2;-6,299999714E0;-8,297999573E1;1,5.83E+10
7,543024261E0;-1,344599915E2;-6,539999962E0;-8,297999573E1;1,5.81E+10
7,551019740E0;-1,346399994E2;-7,019999981E0;-8,315999603E1;1,5.84E+10
7,559015218E0;-1,346999969E2;-6,779999733E0;-8,304000092E1;1,5.84E+10
7,567041213E0;-1,345200043E2;-6,299999714E0;-8,291999817E1;1,5.81E+10
7,575097726E0;-1,350599976E2;-6,420000076E0;-8,315999603E1;1,5.87E+10
7,583032170E0;-1,351199951E2;-6,299999714E0;-8,309999847E1;1,5.88E+10
7,591027649E0;-1,353600006E2;-6,659999847E0;-8,309999847E1;1,5.90E+10
7,599053644E0;-1,353000031E2;-7,019999981E0;-8,322000122E1;1,5.90E+10
7,607049122E0;-1,351799927E2;-7,019999981E0;-8,351999664E1;1,5.91E+10
7,615105635E0;-1,352399902E2;-6,779999733E0;-8,327999878E1;1,5.90E+10
7,623040078E0;-1,351799927E2;-6,000000000E0;-8,363999939E1;1,5.91E+10
7,631066074E0;-1,350599976E2;-5,819999695E0;-8,363999939E1;1,5.90E+10
7,639061553E0;-1,344599915E2;-5,579999924E0;-8,340000153E1;1,5.83E+10
7,647057031E0;-1,339799957E2;-5,460000038E0;-8,381999969E1;1,5.81E+10
7,655113543E0;-1,339199982E2;-5,579999924E0;-8,369999695E1;1,5.80E+10
7,663078505E0;-1,340399933E2;-5,400000095E0;-8,351999664E1;1,5.80E+10
7,671073983E0;-1,339199982E2;-5,219999790E0;-8,345999908E1;1,5.79E+10
7,679069461E0;-1,340999908E2;-5,279999733E0;-8,309999847E1;1,5.78E+10
7,687095457E0;-1,342799988E2;-5,400000095E0;-8,315999603E1;1,5.80E+10
7,695151969E0;-1,341600037E2;-5,460000038E0;-8,297999573E1;1,5.78E+10
7,703086413E0;-1,342200012E2;-5,519999981E0;-8,309999847E1;1,5.80E+10
7,711081891E0;-1,338000031E2;-5,759999752E0;-8,358000183E1;1,5.79E+10
7,719107887E0;-1,338000031E2;-5,759999752E0;-8,351999664E1;1,5.78E+10
7,727103365E0;-1,337399902E2;-5,699999809E0;-8,358000183E1;1,5.78E+10
7,735190395E0;-1,339799957E2;-5,639999866E0;-8,351999664E1;1,5.80E+10
7,743124839E0;-1,342200012E2;-5,400000095E0;-8,345999908E1;1,5.81E+10
7,751120317E0;-1,342200012E2;-5,579999924E0;-8,345999908E1;1,5.82E+10
7,759115795E0;-1,343399963E2;-6,000000000E0;-8,358000183E1;1,5.83E+10
7,767141791E0;-1,339799957E2;-6,179999828E0;-8,375999451E1;1,5.81E+10
7,775198304E0;-1,342200012E2;-6,239999771E0;-8,351999664E1;1,5.82E+10
7,783163264E0;-1,339799957E2;-5,759999752E0;-8,333999634E1;1,5.79E+10
7,791158743E0;-1,337399902E2;-5,460000038E0;-8,340000153E1;1,5.77E+10
7,799154221E0;-1,339799957E2;-5,400000095E0;-8,327999878E1;1,5.78E+10
7,807180216E0;-1,339799957E2;-5,639999866E0;-8,333999634E1;1,5.79E+10
7,815236729E0;-1,345200043E2;-5,940000057E0;-8,369999695E1;1,5.85E+10
7,823171173E0;-1,348799896E2;-5,940000057E0;-8,358000183E1;1,5.88E+10
7,831197168E0;-1,348799896E2;-6,239999771E0;-8,400000000E1;1,5.90E+10
7,839192647E0;-1,346999969E2;-6,000000000E0;-8,375999451E1;1,5.87E+10
7,847188125E0;-1,340999908E2;-6,119999886E0;-8,369999695E1;1,5.82E+10
7,855275155E0;-1,341600037E2;-6,359999657E0;-8,381999969E1;1,5.83E+10
7,863209599E0;-1,342200012E2;-5,819999695E0;-8,345999908E1;1,5.82E+10
7,871205077E0;-1,343999939E2;-5,940000057E0;-8,327999878E1;1,5.82E+10
7,879231072E0;-1,346999969E2;-6,179999828E0;-8,304000092E1;1,5.84E+10
7,887226551E0;-1,342200012E2;-5,940000057E0;-8,297999573E1;1,5.79E+10
7,895313580E0;-1,345200043E2;-6,480000019E0;-8,304000092E1;1,5.82E+10
7,903248024E0;-1,343999939E2;-6,000000000E0;-8,327999878E1;1,5.82E+10
7,911243503E0;-1,342200012E2;-5,639999866E0;-8,333999634E1;1,5.81E+10
7,919238981E0;-1,345800018E2;-5,699999809E0;-8,333999634E1;1,5.84E+10
7,927264976E0;-1,343399963E2;-5,159999847E0;-8,333999634E1;1,5.82E+10
7,935321489E0;-1,343999939E2;-5,579999924E0;-8,375999451E1;1,5.85E+10
7,943255933E0;-1,346999969E2;-5,819999695E0;-8,400000000E1;1,5.89E+10
7,951281928E0;-1,350000000E2;-5,819999695E0;-8,345999908E1;1,5.88E+10
7,959277407E0;-1,353000031E2;-6,299999714E0;-8,309999847E1;1,5.89E+10
7,967272885E0;-1,354199982E2;-6,359999657E0;-8,225999451E1;1,5.86E+10
7,975329398E0;-1,349400024E2;-6,059999943E0;-8,201999664E1;1,5.80E+10
7,983294359E0;-1,348199921E2;-5,819999695E0;-8,243999481E1;1,5.81E+10
7,991289837E0;-1,343999939E2;-5,519999981E0;-8,273999786E1;1,5.79E+10
7,999285316E0;-1,343999939E2;-5,460000038E0;-8,369999695E1;1,5.84E+10
8,007311311E0;-1,348199921E2;-5,460000038E0;-8,459999847E1;1,5.93E+10
8,015367823E0;-1,345800018E2;-5,819999695E0;-8,418000031E1;1,5.88E+10
8,023302268E0;-1,343999939E2;-5,879999638E0;-8,436000061E1;1,5.88E+10
8,031297746E0;-1,342200012E2;-5,819999695E0;-8,381999969E1;1,5.83E+10
8,039323741E0;-1,340399933E2;-6,059999943E0;-8,304000092E1;1,5.78E+10
8,047319220E0;-1,342799988E2;-6,179999828E0;-8,369999695E1;1,5.84E+10
8,055375732E0;-1,346999969E2;-6,059999943E0;-8,363999939E1;1,5.87E+10
8,063310177E0;-1,343399963E2;-5,940000057E0;-8,322000122E1;1,5.81E+10
8,071336172E0;-1,343999939E2;-5,759999752E0;-8,363999939E1;1,5.84E+10
8,079331650E0;-1,345200043E2;-5,639999866E0;-8,333999634E1;1,5.83E+10
8,087327129E0;-1,340399933E2;-5,879999638E0;-8,327999878E1;1,5.79E+10
8,095414158E0;-1,339199982E2;-6,119999886E0;-8,375999451E1;1,5.81E+10
8,103348602E0;-1,338000031E2;-6,239999771E0;-8,363999939E1;1,5.79E+10
8,111344081E0;-1,338600006E2;-6,119999886E0;-8,411999512E1;1,5.82E+10
8,119370076E0;-1,342799988E2;-6,179999828E0;-8,387999725E1;1,5.84E+10
8,127365554E0;-1,347599945E2;-6,179999828E0;-8,351999664E1;1,5.87E+10
8,135422067E0;-1,346999969E2;-5,879999638E0;-8,345999908E1;1,5.86E+10
8,143356511E0;-1,349400024E2;-6,119999886E0;-8,243999481E1;1,5.82E+10
8,151382506E0;-1,348199921E2;-5,819999695E0;-8,268000031E1;1,5.83E+10
8,159377985E0;-1,345800018E2;-5,879999638E0;-8,297999573E1;1,5.82E+10
8,167373463E0;-1,347599945E2;-6,299999714E0;-8,286000061E1;1,5.83E+10
8,175460492E0;-1,346399994E2;-6,119999886E0;-8,315999603E1;1,5.84E+10
8,183394937E0;-1,345800018E2;-6,239999771E0;-8,333999634E1;1,5.84E+10
8,191390415E0;-1,346999969E2;-6,179999828E0;-8,363999939E1;1,5.87E+10
8,199385894E0;-1,351799927E2;-6,059999943E0;-8,322000122E1;1,5.89E+10
8,207381372E0;-1,343999939E2;-5,879999638E0;-8,327999878E1;1,5.82E+10
8,215468401E0;-1,343999939E2;-5,460000038E0;-8,279999542E1;1,5.80E+10
8,223402846E0;-1,344599915E2;-5,400000095E0;-8,219999695E1;1,5.77E+10
8,231398324E0;-1,340399933E2;-5,579999924E0;-8,291999817E1;1,5.77E+10
8,239424319E0;-1,346999969E2;-5,639999866E0;-8,327999878E1;1,5.85E+10
8,247419798E0;-1,349400024E2;-6,000000000E0;-8,358000183E1;1,5.88E+10
8,255476310E0;-1,350000000E2;-5,879999638E0;-8,381999969E1;1,5.90E+10
8,263410754E0;-1,347599945E2;-5,519999981E0;-8,358000183E1;1,5.87E+10
8,271436749E0;-1,349400024E2;-5,339999676E0;-8,340000153E1;1,5.87E+10
8,279432228E0;-1,347599945E2;-5,339999676E0;-8,363999939E1;1,5.87E+10
8,287427706E0;-1,348199921E2;-6,119999886E0;-8,411999512E1;1,5.90E+10
8,295514736E0;-1,344599915E2;-5,819999695E0;-8,418000031E1;1,5.87E+10
8,303449180E0;-1,338600006E2;-6,059999943E0;-8,411999512E1;1,5.82E+10
8,311444658E0;-1,333799896E2;-6,119999886E0;-8,393999481E1;1,5.77E+10
8,319440137E0;-1,330800018E2;-5,400000095E0;-8,315999603E1;1,5.70E+10
8,327466132E0;-1,335599976E2;-6,000000000E0;-8,297999573E1;1,5.74E+10
8,335522645E0;-1,339199982E2;-6,179999828E0;-8,231999969E1;1,5.73E+10
8,343457089E0;-1,343999939E2;-6,420000076E0;-8,225999451E1;1,5.77E+10
8,351483084E0;-1,344599915E2;-6,480000019E0;-8,208000183E1;1,5.77E+10
8,359478562E0;-1,342200012E2;-6,420000076E0;-8,219999695E1;1,5.75E+10
8,367474041E0;-1,341600037E2;-5,940000057E0;-8,255999756E1;1,5.76E+10
8,375561070E0;-1,340399933E2;-5,639999866E0;-8,243999481E1;1,5.75E+10
8,383495514E0;-1,344599915E2;-6,059999943E0;-8,304000092E1;1,5.82E+10
8,391490993E0;-1,345200043E2;-6,119999886E0;-8,291999817E1;1,5.81E+10
8,399516988E0;-1,343399963E2;-6,299999714E0;-8,291999817E1;1,5.80E+10
8,407512466E0;-1,347599945E2;-6,659999847E0;-8,297999573E1;1,5.84E+10
8,415568979E0;-1,341600037E2;-6,179999828E0;-8,261999512E1;1,5.77E+10
8,423533940E0;-1,342799988E2;-6,119999886E0;-8,243999481E1;1,5.77E+10
8,431529418E0;-1,346999969E2;-6,239999771E0;-8,315999603E1;1,5.84E+10
8,439524897E0;-1,342200012E2;-6,179999828E0;-8,309999847E1;1,5.80E+10
8,447550892E0;-1,342200012E2;-6,299999714E0;-8,345999908E1;1,5.82E+10
8,455607404E0;-1,342799988E2;-6,179999828E0;-8,381999969E1;1,5.84E+10
8,463541849E0;-1,340999908E2;-5,940000057E0;-8,345999908E1;1,5.81E+10
8,471567844E0;-1,341600037E2;-5,639999866E0;-8,387999725E1;1,5.83E+10
8,479563322E0;-1,343399963E2;-5,339999676E0;-8,375999451E1;1,5.84E+10
8,487558801E0;-1,344599915E2;-5,519999981E0;-8,393999481E1;1,5.86E+10
8,495645830E0;-1,342799988E2;-5,639999866E0;-8,400000000E1;1,5.85E+10
8,503580274E0;-1,338000031E2;-5,519999981E0;-8,387999725E1;1,5.80E+10
8,511575753E0;-1,336199951E2;-6,179999828E0;-8,369999695E1;1,5.78E+10
8,519601748E0;-1,334400024E2;-5,639999866E0;-8,345999908E1;1,5.75E+10
8,527597226E0;-1,331999969E2;-5,759999752E0;-8,363999939E1;1,5.74E+10
8,535653739E0;-1,335000000E2;-5,940000057E0;-8,340000153E1;1,5.75E+10
8,543618700E0;-1,335599976E2;-5,519999981E0;-8,375999451E1;1,5.77E+10
8,551614178E0;-1,336199951E2;-5,519999981E0;-8,393999481E1;1,5.79E+10
8,559609657E0;-1,342200012E2;-5,519999981E0;-8,393999481E1;1,5.84E+10
8,567635652E0;-1,345200043E2;-5,639999866E0;-8,375999451E1;1,5.86E+10
8,575692164E0;-1,343999939E2;-5,400000095E0;-8,375999451E1;1,5.85E+10
8,583626609E0;-1,340999908E2;-5,519999981E0;-8,315999603E1;1,5.79E+10
8,591652604E0;-1,336799927E2;-5,519999981E0;-8,322000122E1;1,5.76E+10
8,599648082E0;-1,334400024E2;-5,339999676E0;-8,327999878E1;1,5.74E+10
8,607643561E0;-1,338000031E2;-5,519999981E0;-8,268000031E1;1,5.74E+10
8,615730591E0;-1,344599915E2;-5,759999752E0;-8,304000092E1;1,5.81E+10
8,623665034E0;-1,350000000E2;-5,819999695E0;-8,286000061E1;1,5.85E+10
8,631660513E0;-1,353000031E2;-5,699999809E0;-8,291999817E1;1,5.88E+10
8,639686509E0;-1,349400024E2;-6,119999886E0;-8,340000153E1;1,5.88E+10
8,647681986E0;-1,348799896E2;-6,299999714E0;-8,333999634E1;1,5.87E+10
8,655769016E0;-1,344599915E2;-6,239999771E0;-8,304000092E1;1,5.82E+10
8,663703461E0;-1,340999908E2;-6,299999714E0;-8,291999817E1;1,5.78E+10
8,671698938E0;-1,344599915E2;-5,819999695E0;-8,297999573E1;1,5.81E+10
8,679694417E0;-1,341600037E2;-5,759999752E0;-8,309999847E1;1,5.79E+10
8,687720413E0;-1,343399963E2;-5,639999866E0;-8,327999878E1;1,5.82E+10
8,695776925E0;-1,343999939E2;-5,639999866E0;-8,405999756E1;1,5.86E+10
8,703711369E0;-1,343399963E2;-5,819999695E0;-8,345999908E1;1,5.83E+10
8,711737365E0;-1,348199921E2;-5,519999981E0;-8,322000122E1;1,5.85E+10
8,719732843E0;-1,345800018E2;-5,460000038E0;-8,345999908E1;1,5.85E+10
8,727728321E0;-1,349400024E2;-5,519999981E0;-8,243999481E1;1,5.82E+10
8,735815351E0;-1,351799927E2;-5,579999924E0;-8,304000092E1;1,5.87E+10
8,743749795E0;-1,346999969E2;-5,639999866E0;-8,340000153E1;1,5.85E+10
8,751745273E0;-1,350000000E2;-5,819999695E0;-8,304000092E1;1,5.86E+10
8,759771269E0;-1,348799896E2;-5,699999809E0;-8,358000183E1;1,5.88E+10
8,767766747E0;-1,345800018E2;-5,579999924E0;-8,345999908E1;1,5.85E+10
8,775823260E0;-1,346999969E2;-5,460000038E0;-8,315999603E1;1,5.84E+10
8,783757703E0;-1,345800018E2;-5,759999752E0;-8,327999878E1;1,5.84E+10
8,791783699E0;-1,344599915E2;-6,000000000E0;-8,291999817E1;1,5.81E+10
8,799779178E0;-1,344599915E2;-6,179999828E0;-8,291999817E1;1,5.81E+10
8,807805173E0;-1,343399963E2;-6,239999771E0;-8,333999634E1;1,5.82E+10
8,815861685E0;-1,340399933E2;-6,119999886E0;-8,387999725E1;1,5.82E+10
8,823796130E0;-1,340399933E2;-5,819999695E0;-8,369999695E1;1,5.81E+10
8,831822125E0;-1,337399902E2;-5,639999866E0;-8,375999451E1;1,5.79E+10
8,839817603E0;-1,338600006E2;-6,000000000E0;-8,345999908E1;1,5.79E+10
8,847813082E0;-1,339199982E2;-5,460000038E0;-8,291999817E1;1,5.76E+10
8,855900111E0;-1,338000031E2;-5,279999733E0;-8,363999939E1;1,5.79E+10
8,863834555E0;-1,340399933E2;-5,339999676E0;-8,375999451E1;1,5.81E+10
8,871830034E0;-1,337399902E2;-4,920000076E0;-8,351999664E1;1,5.78E+10
8,879856029E0;-1,339799957E2;-5,519999981E0;-8,327999878E1;1,5.79E+10
8,887851507E0;-1,342200012E2;-5,699999809E0;-8,309999847E1;1,5.80E+10
8,895908020E0;-1,337399902E2;-5,400000095E0;-8,309999847E1;1,5.75E+10
8,903872981E0;-1,338600006E2;-5,639999866E0;-8,327999878E1;1,5.78E+10
8,911868459E0;-1,334400024E2;-5,159999847E0;-8,327999878E1;1,5.74E+10
8,919863937E0;-1,335599976E2;-5,460000038E0;-8,297999573E1;1,5.73E+10
8,927889933E0;-1,342799988E2;-5,759999752E0;-8,304000092E1;1,5.80E+10
8,935946445E0;-1,341600037E2;-5,879999638E0;-8,327999878E1;1,5.80E+10
8,943880889E0;-1,342799988E2;-5,879999638E0;-8,340000153E1;1,5.82E+10
8,951906885E0;-1,341600037E2;-5,579999924E0;-8,381999969E1;1,5.83E+10
8,959902363E0;-1,343999939E2;-5,759999752E0;-8,375999451E1;1,5.85E+10
8,967897841E0;-1,346999969E2;-5,879999638E0;-8,375999451E1;1,5.87E+10
8,975984871E0;-1,348199921E2;-6,059999943E0;-8,411999512E1;1,5.90E+10
8,983919315E0;-1,347599945E2;-5,699999809E0;-8,375999451E1;1,5.88E+10
8,991914793E0;-1,340999908E2;-5,400000095E0;-8,369999695E1;1,5.82E+10
8,999940788E0;-1,338000031E2;-5,400000095E0;-8,363999939E1;1,5.79E+10
9,007936267E0;-1,338600006E2;-5,460000038E0;-8,351999664E1;1,5.79E+10
9,015992780E0;-1,344599915E2;-5,759999752E0;-8,345999908E1;1,5.84E+10
9,023957740E0;-1,348199921E2;-6,239999771E0;-8,315999603E1;1,5.85E+10
9,031953219E0;-1,351799927E2;-6,119999886E0;-8,333999634E1;1,5.89E+10
9,039948697E0;-1,351199951E2;-5,940000057E0;-8,279999542E1;1,5.86E+10
9,047974693E0;-1,342200012E2;-5,699999809E0;-8,279999542E1;1,5.78E+10
9,056031205E0;-1,340999908E2;-5,339999676E0;-8,286000061E1;1,5.77E+10
9,063965649E0;-1,339799957E2;-5,400000095E0;-8,255999756E1;1,5.75E+10
9,071991645E0;-1,338000031E2;-5,339999676E0;-8,304000092E1;1,5.76E+10
9,079987123E0;-1,342200012E2;-5,759999752E0;-8,279999542E1;1,5.78E+10
9,087982601E0;-1,342200012E2;-5,699999809E0;-8,250000000E1;1,5.77E+10
9,096069632E0;-1,340999908E2;-5,579999924E0;-8,268000031E1;1,5.76E+10
9,104004075E0;-1,341600037E2;-5,579999924E0;-8,304000092E1;1,5.79E+10
9,112030071E0;-1,340999908E2;-5,279999733E0;-8,315999603E1;1,5.79E+10
9,120025549E0;-1,343399963E2;-5,099999905E0;-8,345999908E1;1,5.82E+10
9,128021028E0;-1,344599915E2;-5,159999847E0;-8,327999878E1;1,5.82E+10
9,136108057E0;-1,348799896E2;-5,400000095E0;-8,297999573E1;1,5.85E+10
9,144042501E0;-1,350599976E2;-5,579999924E0;-8,297999573E1;1,5.86E+10
9,152068496E0;-1,351199951E2;-6,179999828E0;-8,309999847E1;1,5.87E+10
9,160063975E0;-1,351799927E2;-6,000000000E0;-8,315999603E1;1,5.88E+10
9,168059453E0;-1,346999969E2;-6,179999828E0;-8,351999664E1;1,5.86E+10
9,176146483E0;-1,343999939E2;-6,179999828E0;-8,363999939E1;1,5.84E+10
9,184080927E0;-1,340999908E2;-5,579999924E0;-8,358000183E1;1,5.81E+10
9,192076405E0;-1,343399963E2;-5,940000057E0;-8,393999481E1;1,5.85E+10
9,200102400E0;-1,343999939E2;-5,579999924E0;-8,315999603E1;1,5.81E+10
9,208097879E0;-1,344599915E2;-5,579999924E0;-8,315999603E1;1,5.82E+10
9,216154392E0;-1,346999969E2;-5,819999695E0;-8,315999603E1;1,5.84E+10
9,224119352E0;-1,343999939E2;-5,279999733E0;-8,279999542E1;1,5.79E+10
9,232114831E0;-1,345800018E2;-5,519999981E0;-8,291999817E1;1,5.82E+10
9,240110309E0;-1,346999969E2;-5,759999752E0;-8,322000122E1;1,5.84E+10
9,248136304E0;-1,344599915E2;-5,460000038E0;-8,309999847E1;1,5.82E+10
9,256192817E0;-1,350000000E2;-6,059999943E0;-8,255999756E1;1,5.84E+10
9,264127261E0;-1,350000000E2;-5,940000057E0;-8,279999542E1;1,5.85E+10
9,272153256E0;-1,349400024E2;-5,699999809E0;-8,273999786E1;1,5.84E+10
9,280148735E0;-1,348799896E2;-5,759999752E0;-8,304000092E1;1,5.85E+10
9,288144213E0;-1,340999908E2;-5,460000038E0;-8,363999939E1;1,5.81E+10
9,296231243E0;-1,343999939E2;-5,519999981E0;-8,363999939E1;1,5.84E+10
9,304165687E0;-1,342799988E2;-5,279999733E0;-8,381999969E1;1,5.84E+10
9,312161165E0;-1,343999939E2;-5,639999866E0;-8,381999969E1;1,5.85E+10
9,320187160E0;-1,343399963E2;-5,699999809E0;-8,333999634E1;1,5.82E+10
9,328182639E0;-1,340999908E2;-5,759999752E0;-8,345999908E1;1,5.81E+10
9,336239151E0;-1,342200012E2;-6,480000019E0;-8,358000183E1;1,5.82E+10
9,344173596E0;-1,340999908E2;-6,359999657E0;-8,363999939E1;1,5.82E+10
9,352199591E0;-1,342200012E2;-6,480000019E0;-8,400000000E1;1,5.85E+10
9,360195069E0;-1,339199982E2;-6,299999714E0;-8,418000031E1;1,5.83E+10
9,368190548E0;-1,341600037E2;-5,879999638E0;-8,411999512E1;1,5.85E+10
9,376277577E0;-1,342200012E2;-5,819999695E0;-8,429999542E1;1,5.86E+10
9,384212021E0;-1,342200012E2;-5,699999809E0;-8,429999542E1;1,5.86E+10
9,392207500E0;-1,345200043E2;-5,940000057E0;-8,436000061E1;1,5.89E+10
9,400233495E0;-1,340999908E2;-6,299999714E0;-8,381999969E1;1,5.83E+10
9,408228973E0;-1,338000031E2;-6,239999771E0;-8,375999451E1;1,5.80E+10
9,416285486E0;-1,342799988E2;-6,059999943E0;-8,363999939E1;1,5.83E+10
9,424250448E0;-1,343399963E2;-6,119999886E0;-8,345999908E1;1,5.83E+10
9,432245925E0;-1,343399963E2;-5,759999752E0;-8,340000153E1;1,5.82E+10
9,440241404E0;-1,345800018E2;-5,699999809E0;-8,322000122E1;1,5.83E+10
9,448267400E0;-1,341600037E2;-5,879999638E0;-8,358000183E1;1,5.82E+10
9,456323911E0;-1,342799988E2;-5,519999981E0;-8,351999664E1;1,5.82E+10
9,464258356E0;-1,345800018E2;-5,759999752E0;-8,387999725E1;1,5.87E+10
9,472253834E0;-1,344599915E2;-6,119999886E0;-8,387999725E1;1,5.86E+10
9,480279829E0;-1,340999908E2;-6,239999771E0;-8,315999603E1;1,5.79E+10
9,488275308E0;-1,336799927E2;-6,899999619E0;-8,351999664E1;1,5.78E+10
9,496331820E0;-1,335599976E2;-6,599999905E0;-8,333999634E1;1,5.76E+10
9,504296782E0;-1,335000000E2;-6,179999828E0;-8,363999939E1;1,5.77E+10
9,512292260E0;-1,335599976E2;-6,000000000E0;-8,387999725E1;1,5.78E+10
9,520287738E0;-1,335000000E2;-5,579999924E0;-8,327999878E1;1,5.74E+10
9,528313734E0;-1,327799988E2;-5,759999752E0;-8,327999878E1;1,5.68E+10
9,536370246E0;-1,327200012E2;-6,059999943E0;-8,309999847E1;1,5.67E+10
9,544304690E0;-1,331999969E2;-6,420000076E0;-8,327999878E1;1,5.72E+10
9,552330686E0;-1,335599976E2;-6,719999790E0;-8,393999481E1;1,5.79E+10
9,560326164E0;-1,339799957E2;-6,299999714E0;-8,387999725E1;1,5.82E+10
9,568321642E0;-1,339199982E2;-6,239999771E0;-8,400000000E1;1,5.82E+10
9,576408672E0;-1,336199951E2;-5,879999638E0;-8,405999756E1;1,5.80E+10
9,584343117E0;-1,332599945E2;-5,519999981E0;-8,387999725E1;1,5.76E+10
9,592338594E0;-1,334400024E2;-5,759999752E0;-8,423999786E1;1,5.79E+10
9,600334073E0;-1,335000000E2;-5,579999924E0;-8,381999969E1;1,5.77E+10
9,608360069E0;-1,334400024E2;-5,699999809E0;-8,400000000E1;1,5.78E+10
9,616416580E0;-1,336199951E2;-5,879999638E0;-8,369999695E1;1,5.78E+10
9,624351025E0;-1,340399933E2;-5,879999638E0;-8,345999908E1;1,5.80E+10
9,632377021E0;-1,342799988E2;-6,179999828E0;-8,369999695E1;1,5.84E+10
9,640372498E0;-1,343399963E2;-5,819999695E0;-8,351999664E1;1,5.83E+10
9,648367976E0;-1,347599945E2;-5,759999752E0;-8,393999481E1;1,5.89E+10
9,656424489E0;-1,342799988E2;-5,699999809E0;-8,393999481E1;1,5.85E+10
9,664389451E0;-1,343999939E2;-5,579999924E0;-8,358000183E1;1,5.84E+10
9,672384928E0;-1,347599945E2;-6,059999943E0;-8,351999664E1;1,5.87E+10
9,680380407E0;-1,342200012E2;-6,179999828E0;-8,327999878E1;1,5.81E+10
9,688375885E0;-1,340999908E2;-6,359999657E0;-8,369999695E1;1,5.82E+10
9,696462915E0;-1,342200012E2;-6,059999943E0;-8,393999481E1;1,5.84E+10
9,704397359E0;-1,339799957E2;-5,819999695E0;-8,400000000E1;1,5.82E+10
9,712392837E0;-1,340399933E2;-5,879999638E0;-8,405999756E1;1,5.83E+10
9,720418832E0;-1,338600006E2;-5,940000057E0;-8,423999786E1;1,5.83E+10
9,728414311E0;-1,330800018E2;-6,179999828E0;-8,441999817E1;1,5.77E+10
9,736470824E0;-1,327200012E2;-6,299999714E0;-8,405999756E1;1,5.72E+10
